The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,23 Mar 2020 14:18
The Smiths,The Queen Is Dead,Cemetry Gates - 2011 Remaster,23 Mar 2020 14:15
The Smiths,The Queen Is Dead,Never Had No One Ever - 2011 Remaster,23 Mar 2020 14:12
The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster,23 Mar 2020 14:06
The Smiths,The Queen Is Dead,Frankly Mr. Shankly - 2011 Remaster,23 Mar 2020 14:04
The Smiths,The Queen Is Dead,The Queen Is Dead - 2011 Remaster,23 Mar 2020 13:57
The Clash,London Calling (Remastered),Train in Vain - Remastered,23 Mar 2020 13:53
The Smiths,Hatful of Hollow,This Night Has Opened My Eyes - 2011 Remaster,23 Mar 2020 13:50
The Smiths,The Queen Is Dead,Some Girls Are Bigger Than Others - 2011 Remaster,23 Mar 2020 13:46
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,23 Mar 2020 13:42
The Smiths,The Queen Is Dead,Vicar in a Tutu - 2011 Remaster,23 Mar 2020 13:40
The Smiths,The Queen Is Dead,The Boy with the Thorn in His Side - 2011 Remaster,23 Mar 2020 13:37
The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,23 Mar 2020 13:33
The Smiths,The Queen Is Dead,Cemetry Gates - 2011 Remaster,23 Mar 2020 13:31
The Smiths,The Queen Is Dead,Never Had No One Ever - 2011 Remaster,23 Mar 2020 13:27
The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster,23 Mar 2020 13:21
The Smiths,The Queen Is Dead,Frankly Mr. Shankly - 2011 Remaster,23 Mar 2020 13:19
The Smiths,The Queen Is Dead,The Queen Is Dead - 2011 Remaster,23 Mar 2020 13:13
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,23 Mar 2020 13:09
Dream Theater,Images and Words,Another Day,23 Mar 2020 12:24
Dream Theater,Images and Words,Another Day,22 Mar 2020 17:37
La7 Attualità,,Il Signor Giancarlo racconta l'episodio che lo ha consegnato alla storia della TV,22 Mar 2020 16:22
LennonFestival,,Riparo,22 Mar 2020 16:14
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,22 Mar 2020 15:42
Dream Theater,Awake,Erotomania,22 Mar 2020 15:37
#4,,Virtual Party Band - Another Day - Dream Theater cover,22 Mar 2020 13:09
Calcutta,EVERGREEN,Paracetamolo,22 Mar 2020 12:17
Whitesnake,Whitesnake (2018 Remaster),Straight for the Heart - 2018 Remaster,22 Mar 2020 12:14
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,22 Mar 2020 12:10
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,22 Mar 2020 12:10
Whitesnake,Whitesnake (2018 Remaster),You're Gonna Break My Heart Again - 2018 Remaster,22 Mar 2020 12:06
Whitesnake,Whitesnake (2018 Remaster),Looking for Love - 2018 Remaster,22 Mar 2020 11:59
Whitesnake,Whitesnake (2018 Remaster),Don't Turn Away - 2018 Remaster,22 Mar 2020 11:54
Whitesnake,Whitesnake (2018 Remaster),Straight for the Heart - 2018 Remaster,22 Mar 2020 11:50
Whitesnake,Whitesnake (2018 Remaster),Straight for the Heart - 2018 Remaster,22 Mar 2020 11:50
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,22 Mar 2020 11:46
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,22 Mar 2020 11:46
Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,22 Mar 2020 11:41
Whitesnake,Whitesnake (2018 Remaster),Give Me All Your Love - 2018 Remaster,22 Mar 2020 11:38
Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,22 Mar 2020 11:33
Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,22 Mar 2020 11:33
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,22 Mar 2020 11:28
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,22 Mar 2020 11:27
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,22 Mar 2020 11:22
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,22 Mar 2020 11:17
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,22 Mar 2020 11:17
MarcusTulliusCicer,,Sixteenths Ride (cavalcata di sedicesimi) (Rock),21 Mar 2020 23:32
MarcusTulliusCicer,,Pressioni Neutre Negative (Geotecnica) (Progressive rock),21 Mar 2020 23:29
Cianciofest,,Estate con noi (Divertissement),21 Mar 2020 23:28
MarcusTulliusCicer,,Canzone d'Oltremare (Musica d'autore),21 Mar 2020 23:24
Spastic Evil,,Ruinous Fall,21 Mar 2020 23:20
Ennio Morricone,,Il Forte (da Il Buono Il Brutto Il Cattivo)(trumpet cover),21 Mar 2020 23:18
Inno del Cacciatore Imperiale (Kaiserjägerlied),,Brass rock version,21 Mar 2020 23:13
Monotònia,,Quando il sipario cala,21 Mar 2020 23:07
MarcusTulliusCicer,,Skyrim Main Theme (Dovakhiin) on Cubase 5 using Edirol Orchestral & Magnus Choir,21 Mar 2020 23:01
Mozart,,Dies Irae - Vocal cover + MIDI orchestra,21 Mar 2020 22:57
Symphony X,,The divine wings of tragedy - Choral + music sheet,21 Mar 2020 22:47
Inno a Garibaldi,,Versione chitarra classica,21 Mar 2020 20:33
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,21 Mar 2020 12:22
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,21 Mar 2020 12:22
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,21 Mar 2020 12:18
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,21 Mar 2020 12:18
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,21 Mar 2020 12:13
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,21 Mar 2020 12:13
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - Single Edit,21 Mar 2020 12:07
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,21 Mar 2020 12:02
Deep Purple,Come Taste The Band: 35th Anniversary Edition,This Time Around/Owed To 'G' (Medley) - 2010 Digital Remaster,21 Mar 2020 11:56
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Love Child - 2010 Digital Remaster,21 Mar 2020 11:53
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Digital Remaster,21 Mar 2020 11:48
Alberto Fortis,La Sedia Di Lilla' E Altri Successi,Milano E Vincenzo,21 Mar 2020 11:44
Alberto Fortis,La Sedia Di Lilla' E Altri Successi,Milano E Vincenzo,21 Mar 2020 11:44
Alberto Fortis,La Sedia Di Lilla' E Altri Successi,Milano E Vincenzo,21 Mar 2020 11:41
Fred Buscaglione,IL FAVOLOSO FRED BUSCAGLIONE,Eri piccola così,21 Mar 2020 11:38
Fred Buscaglione,IL FAVOLOSO FRED BUSCAGLIONE,Eri piccola così,21 Mar 2020 11:38
Enzo Jannacci,Gheru Gheru,Il cane con i capelli,21 Mar 2020 11:33
Enzo Jannacci,No Tu No,Ci Vuole Orecchio,21 Mar 2020 11:22
Bugo,Sincero (feat. Morgan),Sincero (feat. Morgan),21 Mar 2020 11:18
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,21 Mar 2020 10:21
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,21 Mar 2020 10:20
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,21 Mar 2020 10:14
Fear Factory,Archetype,Bonescraper,21 Mar 2020 10:08
Fear Factory,Archetype,School,21 Mar 2020 10:04
Fear Factory,Archetype,Bite the Hand That Bleeds,21 Mar 2020 09:58
Fear Factory,Archetype,Bonescraper,21 Mar 2020 09:56
Nanowar of Steel,Valhalleluja,Valhalleluja,21 Mar 2020 09:41
Nanowar of Steel,Valhalleluja,Valhalleluja,21 Mar 2020 09:35
Nanowar of Steel,Norwegian Reggaeton,Norwegian Reggaeton,21 Mar 2020 09:31
Arctic Monkeys,AM,Arabella,21 Mar 2020 09:26
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home,21 Mar 2020 09:23
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,21 Mar 2020 09:23
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,21 Mar 2020 09:21
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,21 Mar 2020 09:21
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,21 Mar 2020 09:19
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,21 Mar 2020 09:19
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,21 Mar 2020 09:16
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,21 Mar 2020 09:16
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,21 Mar 2020 09:16
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,21 Mar 2020 09:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,21 Mar 2020 09:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,21 Mar 2020 09:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,21 Mar 2020 09:10
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,21 Mar 2020 09:10
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,21 Mar 2020 09:06
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,21 Mar 2020 09:06
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,20 Mar 2020 18:08
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,20 Mar 2020 17:58
Dream Theater,Images and Words,Metropolis - Part I: The Miracle and the Sleeper,20 Mar 2020 17:44
The Smiths,Meat Is Murder,Rusholme Ruffians - 2011 Remaster,20 Mar 2020 17:03
The Smiths,Meat Is Murder,The Headmaster Ritual - 2011 Remaster,20 Mar 2020 16:47
The Smiths,Meat Is Murder,The Headmaster Ritual - 2011 Remaster,20 Mar 2020 16:42
The Smiths,The Queen Is Dead,Some Girls Are Bigger Than Others - 2011 Remaster,20 Mar 2020 16:41
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,20 Mar 2020 16:37
The Smiths,The Queen Is Dead,Vicar in a Tutu - 2011 Remaster,20 Mar 2020 16:34
The Smiths,The Queen Is Dead,The Boy with the Thorn in His Side - 2011 Remaster,20 Mar 2020 16:31
The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,20 Mar 2020 16:28
The Smiths,The Queen Is Dead,Cemetry Gates - 2011 Remaster,20 Mar 2020 16:25
The Smiths,The Queen Is Dead,Never Had No One Ever - 2011 Remaster,20 Mar 2020 16:21
The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster,20 Mar 2020 16:16
The Smiths,The Queen Is Dead,Frankly Mr. Shankly - 2011 Remaster,20 Mar 2020 16:13
The Smiths,The Queen Is Dead,The Queen Is Dead - 2011 Remaster,20 Mar 2020 16:07
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,20 Mar 2020 16:04
Simple Minds,Once Upon A Time (Super Deluxe),Alive and Kicking,20 Mar 2020 15:58
The Darkness,Christmas Time (Don't Let the Bells End),Christmas Time (Don't Let the Bells End),20 Mar 2020 15:54
The Darkness,Permission to Land,I Believe in a Thing Called Love,20 Mar 2020 15:49
Radiohead,The Bends,Street Spirit (Fade Out),20 Mar 2020 15:18
Radiohead,The Bends,Sulk,20 Mar 2020 15:14
Radiohead,The Bends,Black Star,20 Mar 2020 15:10
Radiohead,The Bends,My Iron Lung,20 Mar 2020 15:04
Radiohead,The Bends,Just,20 Mar 2020 15:00
Radiohead,The Bends,Bones,20 Mar 2020 14:55
Radiohead,The Bends,Fake Plastic Trees,20 Mar 2020 14:50
Radiohead,The Bends,High and Dry,20 Mar 2020 14:46
Radiohead,The Bends,The Bends,20 Mar 2020 14:42
Radiohead,The Bends,Planet Telex,20 Mar 2020 14:37
Whitesnake,Whitesnake (2018 Remaster),You're Gonna Break My Heart Again - 2018 Remaster,20 Mar 2020 14:32
Whitesnake,Whitesnake (2018 Remaster),Looking for Love - 2018 Remaster,20 Mar 2020 14:26
Whitesnake,Whitesnake (2018 Remaster),Don't Turn Away - 2018 Remaster,20 Mar 2020 14:21
Whitesnake,Whitesnake (2018 Remaster),Straight for the Heart - 2018 Remaster,20 Mar 2020 14:17
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,20 Mar 2020 14:13
Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,20 Mar 2020 14:08
Whitesnake,Whitesnake (2018 Remaster),Give Me All Your Love - 2018 Remaster,20 Mar 2020 14:04
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,20 Mar 2020 13:56
Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,20 Mar 2020 13:56
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,20 Mar 2020 13:44
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,20 Mar 2020 13:44
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,20 Mar 2020 13:40
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,20 Mar 2020 13:35
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,20 Mar 2020 13:34
Whitesnake,Whitesnake (2018 Remaster),Looking for Love - 2018 Remaster,20 Mar 2020 11:45
Whitesnake,Whitesnake (2018 Remaster),Don't Turn Away - 2018 Remaster,20 Mar 2020 11:30
Whitesnake,Whitesnake (2018 Remaster),Straight for the Heart - 2018 Remaster,20 Mar 2020 11:26
Whitesnake,Whitesnake (2018 Remaster),Children of the Night - 2018 Remaster,20 Mar 2020 11:22
Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,20 Mar 2020 11:17
Whitesnake,Whitesnake (2018 Remaster),Give Me All Your Love - 2018 Remaster,20 Mar 2020 11:13
Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,20 Mar 2020 11:09
Whitesnake,Whitesnake (2018 Remaster),Still of the Night - 2018 Remaster,20 Mar 2020 11:02
Whitesnake,Whitesnake (2018 Remaster),Bad Boys - 2018 Remaster,20 Mar 2020 10:58
Whitesnake,Whitesnake (2018 Remaster),Crying in the Rain - 1987 Version; 2018 Remaster,20 Mar 2020 10:51
Whitesnake,Ready An' Willing [Remastered] (Remastered Version),Ain't Gonna Cry No More - 2011 Remaster,20 Mar 2020 10:43
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,20 Mar 2020 10:36
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,From the Ritz to the Rubble,20 Mar 2020 10:31
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,20 Mar 2020 10:28
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Perhaps Vampires Is a Bit Strong But…,20 Mar 2020 10:24
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum,20 Mar 2020 10:01
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Red Light Indicates Doors Are Secured,20 Mar 2020 09:59
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Riot Van,20 Mar 2020 09:56
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home,20 Mar 2020 09:54
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,20 Mar 2020 09:51
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,20 Mar 2020 09:48
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,20 Mar 2020 09:45
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,20 Mar 2020 09:42
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,20 Mar 2020 09:37
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,The View from the Afternoon,20 Mar 2020 09:32
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,20 Mar 2020 09:27
Dragon Ball,,Opening (Sigla originale giapponese) - Makafushigi Adobenchaa (Karaoke + Sub ITA),20 Mar 2020 07:40
